source_file,target_file,link_count,source_indexable,observed_on
blog-leasing-vs-buying.html,arlington.html,1,false,2026-09-16
blog-leasing-vs-buying.html,austin.html,1,false,2026-09-16
blog-leasing-vs-buying.html,dallas.html,1,false,2026-09-16
blog-leasing-vs-buying.html,el-paso.html,1,false,2026-09-16
blog-leasing-vs-buying.html,fort-worth.html,1,false,2026-09-16
blog-leasing-vs-buying.html,houston.html,1,false,2026-09-16
blog-leasing-vs-buying.html,new-braunfels.html,1,false,2026-09-16
blog-leasing-vs-buying.html,san-antonio.html,1,false,2026-09-16
blog-leasing-vs-buying.html,san-marcos.html,1,false,2026-09-16
blog-mazda-secret.html,arlington.html,1,false,2026-09-16
blog-mazda-secret.html,austin.html,1,false,2026-09-16
blog-mazda-secret.html,dallas.html,1,false,2026-09-16
blog-mazda-secret.html,el-paso.html,1,false,2026-09-16
blog-mazda-secret.html,fort-worth.html,1,false,2026-09-16
blog-mazda-secret.html,houston.html,1,false,2026-09-16
blog-mazda-secret.html,new-braunfels.html,1,false,2026-09-16
blog-mazda-secret.html,san-antonio.html,1,false,2026-09-16
blog-mazda-secret.html,san-marcos.html,1,false,2026-09-16
blog-myth-brand-reliability.html,arlington.html,1,false,2026-09-16
blog-myth-brand-reliability.html,austin.html,2,false,2026-09-16
blog-myth-brand-reliability.html,dallas.html,2,false,2026-09-16
blog-myth-brand-reliability.html,el-paso.html,1,false,2026-09-16
blog-myth-brand-reliability.html,fort-worth.html,1,false,2026-09-16
blog-myth-brand-reliability.html,houston.html,2,false,2026-09-16
blog-myth-brand-reliability.html,new-braunfels.html,1,false,2026-09-16
blog-myth-brand-reliability.html,san-antonio.html,1,false,2026-09-16
blog-myth-brand-reliability.html,san-marcos.html,1,false,2026-09-16
blog-negotiation-mastery.html,arlington.html,1,false,2026-09-16
blog-negotiation-mastery.html,austin.html,1,false,2026-09-16
blog-negotiation-mastery.html,dallas.html,1,false,2026-09-16
blog-negotiation-mastery.html,el-paso.html,1,false,2026-09-16
blog-negotiation-mastery.html,fort-worth.html,1,false,2026-09-16
blog-negotiation-mastery.html,houston.html,1,false,2026-09-16
blog-negotiation-mastery.html,new-braunfels.html,1,false,2026-09-16
blog-negotiation-mastery.html,san-antonio.html,1,false,2026-09-16
blog-negotiation-mastery.html,san-marcos.html,1,false,2026-09-16
blog-new-vs-near-new.html,arlington.html,1,false,2026-09-16
blog-new-vs-near-new.html,austin.html,2,false,2026-09-16
blog-new-vs-near-new.html,dallas.html,1,false,2026-09-16
blog-new-vs-near-new.html,el-paso.html,1,false,2026-09-16
blog-new-vs-near-new.html,fort-worth.html,1,false,2026-09-16
blog-new-vs-near-new.html,houston.html,1,false,2026-09-16
blog-new-vs-near-new.html,new-braunfels.html,1,false,2026-09-16
blog-new-vs-near-new.html,san-antonio.html,2,false,2026-09-16
blog-new-vs-near-new.html,san-marcos.html,1,false,2026-09-16
blog-private-party-vs-dealership.html,arlington.html,1,false,2026-09-16
blog-private-party-vs-dealership.html,austin.html,1,false,2026-09-16
blog-private-party-vs-dealership.html,dallas.html,1,false,2026-09-16
blog-private-party-vs-dealership.html,el-paso.html,1,false,2026-09-16
blog-private-party-vs-dealership.html,fort-worth.html,1,false,2026-09-16
blog-private-party-vs-dealership.html,houston.html,1,false,2026-09-16
blog-private-party-vs-dealership.html,new-braunfels.html,1,false,2026-09-16
blog-private-party-vs-dealership.html,san-antonio.html,1,false,2026-09-16
blog-private-party-vs-dealership.html,san-marcos.html,1,false,2026-09-16
blog-roi-car-buying-service.html,arlington.html,1,false,2026-09-16
blog-roi-car-buying-service.html,austin.html,1,false,2026-09-16
blog-roi-car-buying-service.html,dallas.html,1,false,2026-09-16
blog-roi-car-buying-service.html,el-paso.html,1,false,2026-09-16
blog-roi-car-buying-service.html,fort-worth.html,1,false,2026-09-16
blog-roi-car-buying-service.html,houston.html,1,false,2026-09-16
blog-roi-car-buying-service.html,new-braunfels.html,1,false,2026-09-16
blog-roi-car-buying-service.html,san-antonio.html,1,false,2026-09-16
blog-roi-car-buying-service.html,san-marcos.html,1,false,2026-09-16
blog-skip-dealership-marathon.html,arlington.html,1,false,2026-09-16
blog-skip-dealership-marathon.html,austin.html,1,false,2026-09-16
blog-skip-dealership-marathon.html,dallas.html,1,false,2026-09-16
blog-skip-dealership-marathon.html,el-paso.html,1,false,2026-09-16
blog-skip-dealership-marathon.html,fort-worth.html,1,false,2026-09-16
blog-skip-dealership-marathon.html,houston.html,1,false,2026-09-16
blog-skip-dealership-marathon.html,new-braunfels.html,1,false,2026-09-16
blog-skip-dealership-marathon.html,san-antonio.html,1,false,2026-09-16
blog-skip-dealership-marathon.html,san-marcos.html,1,false,2026-09-16
blog-spot-delivery-scam.html,arlington.html,1,false,2026-09-16
blog-spot-delivery-scam.html,austin.html,1,false,2026-09-16
blog-spot-delivery-scam.html,dallas.html,1,false,2026-09-16
blog-spot-delivery-scam.html,el-paso.html,1,false,2026-09-16
blog-spot-delivery-scam.html,fort-worth.html,1,false,2026-09-16
blog-spot-delivery-scam.html,houston.html,1,false,2026-09-16
blog-spot-delivery-scam.html,new-braunfels.html,1,false,2026-09-16
blog-spot-delivery-scam.html,san-antonio.html,1,false,2026-09-16
blog-spot-delivery-scam.html,san-marcos.html,1,false,2026-09-16
blog-texas-car-buying-laws.html,arlington.html,1,false,2026-09-16
blog-texas-car-buying-laws.html,austin.html,1,false,2026-09-16
blog-texas-car-buying-laws.html,dallas.html,1,false,2026-09-16
blog-texas-car-buying-laws.html,el-paso.html,1,false,2026-09-16
blog-texas-car-buying-laws.html,fort-worth.html,1,false,2026-09-16
blog-texas-car-buying-laws.html,houston.html,1,false,2026-09-16
blog-texas-car-buying-laws.html,new-braunfels.html,1,false,2026-09-16
blog-texas-car-buying-laws.html,san-antonio.html,1,false,2026-09-16
blog-texas-car-buying-laws.html,san-marcos.html,1,false,2026-09-16
blog-texas-title-transfer.html,arlington.html,1,false,2026-09-16
blog-texas-title-transfer.html,austin.html,2,false,2026-09-16
blog-texas-title-transfer.html,dallas.html,2,false,2026-09-16
blog-texas-title-transfer.html,el-paso.html,1,false,2026-09-16
blog-texas-title-transfer.html,fort-worth.html,1,false,2026-09-16
blog-texas-title-transfer.html,houston.html,2,false,2026-09-16
blog-texas-title-transfer.html,new-braunfels.html,1,false,2026-09-16
blog-texas-title-transfer.html,san-antonio.html,2,false,2026-09-16
blog-texas-title-transfer.html,san-marcos.html,1,false,2026-09-16
blog-used-car-inspection-checklist.html,arlington.html,1,false,2026-09-16
blog-used-car-inspection-checklist.html,austin.html,1,false,2026-09-16
blog-used-car-inspection-checklist.html,dallas.html,1,false,2026-09-16
blog-used-car-inspection-checklist.html,el-paso.html,1,false,2026-09-16
blog-used-car-inspection-checklist.html,fort-worth.html,1,false,2026-09-16
blog-used-car-inspection-checklist.html,houston.html,1,false,2026-09-16
blog-used-car-inspection-checklist.html,new-braunfels.html,1,false,2026-09-16
blog-used-car-inspection-checklist.html,san-antonio.html,1,false,2026-09-16
blog-used-car-inspection-checklist.html,san-marcos.html,1,false,2026-09-16
blog-used-car-rip-offs.html,arlington.html,1,false,2026-09-16
blog-used-car-rip-offs.html,austin.html,2,false,2026-09-16
blog-used-car-rip-offs.html,dallas.html,2,false,2026-09-16
blog-used-car-rip-offs.html,el-paso.html,1,false,2026-09-16
blog-used-car-rip-offs.html,fort-worth.html,1,false,2026-09-16
blog-used-car-rip-offs.html,houston.html,2,false,2026-09-16
blog-used-car-rip-offs.html,new-braunfels.html,1,false,2026-09-16
blog-used-car-rip-offs.html,san-antonio.html,1,false,2026-09-16
blog-used-car-rip-offs.html,san-marcos.html,1,false,2026-09-16
blog-used-ev-pros-cons-risks.html,arlington.html,1,false,2026-09-16
blog-used-ev-pros-cons-risks.html,austin.html,2,false,2026-09-16
blog-used-ev-pros-cons-risks.html,dallas.html,2,false,2026-09-16
blog-used-ev-pros-cons-risks.html,el-paso.html,1,false,2026-09-16
blog-used-ev-pros-cons-risks.html,fort-worth.html,1,false,2026-09-16
blog-used-ev-pros-cons-risks.html,houston.html,2,false,2026-09-16
blog-used-ev-pros-cons-risks.html,new-braunfels.html,1,false,2026-09-16
blog-used-ev-pros-cons-risks.html,san-antonio.html,1,false,2026-09-16
blog-used-ev-pros-cons-risks.html,san-marcos.html,1,false,2026-09-16
blog-zero-kickbacks-promise.html,arlington.html,1,false,2026-09-16
blog-zero-kickbacks-promise.html,austin.html,1,false,2026-09-16
blog-zero-kickbacks-promise.html,dallas.html,1,false,2026-09-16
blog-zero-kickbacks-promise.html,el-paso.html,1,false,2026-09-16
blog-zero-kickbacks-promise.html,fort-worth.html,1,false,2026-09-16
blog-zero-kickbacks-promise.html,houston.html,1,false,2026-09-16
blog-zero-kickbacks-promise.html,new-braunfels.html,1,false,2026-09-16
blog-zero-kickbacks-promise.html,san-antonio.html,1,false,2026-09-16
blog-zero-kickbacks-promise.html,san-marcos.html,1,false,2026-09-16
dallas.html,arlington.html,1,false,2026-09-16
dallas.html,austin.html,1,false,2026-09-16
dallas.html,dallas.html,4,false,2026-09-16
dallas.html,el-paso.html,1,false,2026-09-16
dallas.html,fort-worth.html,1,false,2026-09-16
dallas.html,houston.html,1,false,2026-09-16
dallas.html,new-braunfels.html,1,false,2026-09-16
dallas.html,san-antonio.html,1,false,2026-09-16
dallas.html,san-marcos.html,1,false,2026-09-16
el-paso.html,arlington.html,1,false,2026-09-16
el-paso.html,austin.html,1,false,2026-09-16
el-paso.html,dallas.html,1,false,2026-09-16
el-paso.html,el-paso.html,4,false,2026-09-16
el-paso.html,fort-worth.html,1,false,2026-09-16
el-paso.html,houston.html,1,false,2026-09-16
el-paso.html,new-braunfels.html,1,false,2026-09-16
el-paso.html,san-antonio.html,1,false,2026-09-16
el-paso.html,san-marcos.html,1,false,2026-09-16
fort-worth.html,arlington.html,1,false,2026-09-16
fort-worth.html,austin.html,1,false,2026-09-16
fort-worth.html,dallas.html,1,false,2026-09-16
fort-worth.html,el-paso.html,1,false,2026-09-16
fort-worth.html,fort-worth.html,4,false,2026-09-16
fort-worth.html,houston.html,1,false,2026-09-16
fort-worth.html,new-braunfels.html,1,false,2026-09-16
fort-worth.html,san-antonio.html,1,false,2026-09-16
fort-worth.html,san-marcos.html,1,false,2026-09-16
houston.html,arlington.html,1,false,2026-09-16
houston.html,austin.html,1,false,2026-09-16
houston.html,dallas.html,1,false,2026-09-16
houston.html,el-paso.html,1,false,2026-09-16
houston.html,fort-worth.html,1,false,2026-09-16
houston.html,houston.html,4,false,2026-09-16
houston.html,new-braunfels.html,1,false,2026-09-16
houston.html,san-antonio.html,1,false,2026-09-16
houston.html,san-marcos.html,1,false,2026-09-16
new-braunfels.html,arlington.html,1,false,2026-09-16
new-braunfels.html,austin.html,1,false,2026-09-16
new-braunfels.html,dallas.html,1,false,2026-09-16
new-braunfels.html,el-paso.html,1,false,2026-09-16
new-braunfels.html,fort-worth.html,1,false,2026-09-16
new-braunfels.html,houston.html,1,false,2026-09-16
new-braunfels.html,new-braunfels.html,4,false,2026-09-16
new-braunfels.html,san-antonio.html,1,false,2026-09-16
new-braunfels.html,san-marcos.html,1,false,2026-09-16
policy.html,arlington.html,1,true,2026-09-16
policy.html,austin.html,1,true,2026-09-16
policy.html,dallas.html,1,true,2026-09-16
policy.html,el-paso.html,1,true,2026-09-16
policy.html,fort-worth.html,1,true,2026-09-16
policy.html,houston.html,1,true,2026-09-16
policy.html,new-braunfels.html,1,true,2026-09-16
policy.html,san-antonio.html,1,true,2026-09-16
policy.html,san-marcos.html,1,true,2026-09-16
san-antonio.html,arlington.html,1,false,2026-09-16
san-antonio.html,austin.html,1,false,2026-09-16
san-antonio.html,dallas.html,1,false,2026-09-16
san-antonio.html,el-paso.html,1,false,2026-09-16
san-antonio.html,fort-worth.html,1,false,2026-09-16
san-antonio.html,houston.html,1,false,2026-09-16
san-antonio.html,new-braunfels.html,1,false,2026-09-16
san-antonio.html,san-antonio.html,4,false,2026-09-16
san-antonio.html,san-marcos.html,1,false,2026-09-16
san-marcos.html,arlington.html,1,false,2026-09-16
san-marcos.html,austin.html,1,false,2026-09-16
san-marcos.html,dallas.html,1,false,2026-09-16
san-marcos.html,el-paso.html,1,false,2026-09-16
san-marcos.html,fort-worth.html,1,false,2026-09-16
san-marcos.html,houston.html,1,false,2026-09-16
san-marcos.html,new-braunfels.html,1,false,2026-09-16
san-marcos.html,san-antonio.html,1,false,2026-09-16
san-marcos.html,san-marcos.html,4,false,2026-09-16
tesla-fsd-for-sale.html,arlington.html,1,true,2026-09-16
tesla-fsd-for-sale.html,austin.html,1,true,2026-09-16
tesla-fsd-for-sale.html,dallas.html,1,true,2026-09-16
tesla-fsd-for-sale.html,el-paso.html,1,true,2026-09-16
tesla-fsd-for-sale.html,fort-worth.html,1,true,2026-09-16
tesla-fsd-for-sale.html,houston.html,1,true,2026-09-16
tesla-fsd-for-sale.html,new-braunfels.html,1,true,2026-09-16
tesla-fsd-for-sale.html,san-antonio.html,1,true,2026-09-16
tesla-fsd-for-sale.html,san-marcos.html,1,true,2026-09-16
texas-local-market-intelligence.html,arlington.html,1,true,2026-09-16
texas-local-market-intelligence.html,austin.html,1,true,2026-09-16
texas-local-market-intelligence.html,dallas.html,1,true,2026-09-16
texas-local-market-intelligence.html,el-paso.html,1,true,2026-09-16
texas-local-market-intelligence.html,fort-worth.html,1,true,2026-09-16
texas-local-market-intelligence.html,houston.html,1,true,2026-09-16
texas-local-market-intelligence.html,new-braunfels.html,1,true,2026-09-16
texas-local-market-intelligence.html,san-antonio.html,1,true,2026-09-16
texas-local-market-intelligence.html,san-marcos.html,1,true,2026-09-16
