canonical_url,source_file,page_type,primary_intent,topic_cluster,lifecycle_status,evidence_status,conversion_role,reviewer,review_date,redirect_destination,notes
https://www.driverightcarbuying.com/blog-credit-score-car-buying.html,blog-credit-score-car-buying.html,article,credit_and_auto_buying,financing,contained_pending_source_review,pending_primary_sources_and_financial_claim_review,none_while_contained,qualified_financial_reviewer,,,"Do not promise the lowest rate across credit tiers"
https://www.driverightcarbuying.com/blog-dealer-addons-exposed.html,blog-dealer-addons-exposed.html,article,dealer_addons,fees_and_fi,contained_pending_source_review,duplicate_topic_reviewed,none_while_contained,editor,,https://www.driverightcarbuying.com/blog-dealership-addons-complete-guide.html,"Merge unique material then redirect after link and canonical checks"
https://www.driverightcarbuying.com/blog-dealer-vs-bank-financing.html,blog-dealer-vs-bank-financing.html,article,financing_channel_comparison,financing,contained_pending_source_review,pending_primary_sources_and_financial_review,none_while_contained,qualified_financial_reviewer,,,"Use bounded comparison criteria rather than universal channel claims"
https://www.driverightcarbuying.com/blog-dealership-addons-complete-guide.html,blog-dealership-addons-complete-guide.html,article,dealer_addons,fees_and_fi,contained_pending_qualified_review,primary_sources_checked_2026_09_05_author_and_qualified_review_pending,none_while_contained,editor,,,September 5 draft and release packet: docs/seo-release-preparation-2026-09-05.md. Direct draft link requested by owner; noindex retained. Original author Mason; revision acceptance pending.
https://www.driverightcarbuying.com/blog-depreciation-myth-20-percent.html,blog-depreciation-myth-20-percent.html,article,vehicle_depreciation,total_cost_of_ownership,contained_pending_source_review,pending_dated_market_dataset,none_while_contained,editor,,,"Define segments years and data period for depreciation claims"
https://www.driverightcarbuying.com/blog-finance-department-scams.html,blog-finance-department-scams.html,article,fi_risk_awareness,fees_and_fi,contained_pending_source_review,pending_primary_sources_and_legal_tone_review,none_while_contained,editor,,,"Use precise documented practices; avoid unsupported intent allegations"
https://www.driverightcarbuying.com/blog-flat-fees-vs-commissions.html,blog-flat-fees-vs-commissions.html,article,service_fee_models,service_comparison,contained_pending_source_review,pending_business_model_evidence,none_while_contained,editor,,https://www.driverightcarbuying.com/how-it-works.html,"Target URL must be built and quality-checked before redirect"
https://www.driverightcarbuying.com/blog-high-demand-vehicles-msrp.html,blog-high-demand-vehicles-msrp.html,article,scarce_vehicle_pricing,new_car_pricing,contained_pending_source_review,pending_dated_market_data,none_while_contained,editor,,,"Transport and markup examples need dates sources and caveats"
https://www.driverightcarbuying.com/blog-leasing-vs-buying.html,blog-leasing-vs-buying.html,article,lease_buy_comparison,total_cost_of_ownership,contained_pending_source_review,pending_financial_assumptions_and_sources,none_while_contained,qualified_financial_reviewer,,,"State assumptions and correct conflicting free-consultation CTA"
https://www.driverightcarbuying.com/blog-mazda-secret.html,blog-mazda-secret.html,article,brand_vehicle_selection,vehicle_selection,contained_pending_source_review,pending_model_specific_sources,none_while_contained,editor,,,"Retitle or support subjective superlatives with criteria"
https://www.driverightcarbuying.com/blog-myth-brand-reliability.html,blog-myth-brand-reliability.html,article,vehicle_reliability,vehicle_selection,contained_pending_source_review,pending_reliability_dataset_and_methodology,none_while_contained,editor,,,"Define model years measures and data limitations"
https://www.driverightcarbuying.com/blog-negotiation-mastery.html,blog-negotiation-mastery.html,article,car_negotiation,new_car_pricing,contained_pending_source_review,pending_examples_and_claim_review,none_while_contained,editor,,,"Keep advice bounded and distinguish examples from guaranteed results"
https://www.driverightcarbuying.com/blog-new-vs-near-new.html,blog-new-vs-near-new.html,article,new_used_comparison,total_cost_of_ownership,contained_pending_source_review,pending_dated_price_and_depreciation_data,none_while_contained,editor,,,"Expose assumptions and refresh date"
https://www.driverightcarbuying.com/blog-private-party-vs-dealership.html,blog-private-party-vs-dealership.html,article,private_party_dealer_comparison,texas_rules_and_risk,contained_pending_source_review,pending_primary_sources_and_qualified_legal_review,none_while_contained,qualified_legal_reviewer,,,"One of four high-stakes articles; resolve Lemon Law contradiction before reindexing"
https://www.driverightcarbuying.com/blog-roi-car-buying-service.html,blog-roi-car-buying-service.html,article,service_value,service_comparison,contained_pending_source_review,pending_savings_dataset_and_methodology,none_while_contained,claims_reviewer,,https://www.driverightcarbuying.com/how-it-works.html,"Do not reuse outcome ranges without approved calculations"
https://www.driverightcarbuying.com/blog-skip-dealership-marathon.html,blog-skip-dealership-marathon.html,article,service_process,service_comparison,contained_pending_source_review,pending_process_and_time_claim_evidence,none_while_contained,editor,,https://www.driverightcarbuying.com/how-it-works.html,"Target URL must be built and quality-checked before redirect"
https://www.driverightcarbuying.com/blog-spot-delivery-scam.html,blog-spot-delivery-scam.html,article,conditional_delivery_risk,texas_rules_and_risk,contained_pending_source_review,pending_primary_sources_and_qualified_legal_review,none_while_contained,qualified_legal_reviewer,,,"One of four high-stakes articles; verify terminology rights and remedies before reindexing"
https://www.driverightcarbuying.com/blog-texas-car-buying-laws.html,blog-texas-car-buying-laws.html,article,texas_car_buying_law,texas_rules_and_risk,contained_pending_source_review,pending_primary_sources_and_qualified_legal_review,none_while_contained,qualified_legal_reviewer,,,"One of four high-stakes articles; resolve used-vehicle Lemon Law contradiction"
https://www.driverightcarbuying.com/blog-texas-title-transfer.html,blog-texas-title-transfer.html,article,texas_title_transfer,texas_rules_and_risk,contained_pending_source_review,pending_primary_sources_and_qualified_legal_review,none_while_contained,qualified_legal_reviewer,,,"One of four high-stakes articles; verify forms fees deadlines tax and plate rules"
https://www.driverightcarbuying.com/blog-used-car-inspection-checklist.html,blog-used-car-inspection-checklist.html,article,used_vehicle_inspection,used_car_due_diligence,contained_pending_qualified_review,primary_sources_checked_2026_09_05_author_and_qualified_review_pending,none_while_contained,qualified_safety_mechanical_reviewer,,,September 5 draft and release packet: docs/seo-release-preparation-2026-09-05.md. Direct draft link requested by owner; noindex retained. Original author Mason; revision acceptance pending.
https://www.driverightcarbuying.com/blog-used-car-rip-offs.html,blog-used-car-rip-offs.html,article,used_car_risk,used_car_due_diligence,contained_pending_source_review,pending_primary_sources_and_legal_tone_review,none_while_contained,editor,,,"Use precise documented practices and avoid universal dealer characterizations"
https://www.driverightcarbuying.com/blog-used-ev-pros-cons-risks.html,blog-used-ev-pros-cons-risks.html,article,used_ev_comparison,vehicle_selection,contained_pending_source_review,pending_battery_incentive_and_cost_sources,none_while_contained,editor,,,"Time-sensitive incentive and battery claims need dates and primary sources"
https://www.driverightcarbuying.com/blog-zero-kickbacks-promise.html,blog-zero-kickbacks-promise.html,article,service_independence,service_comparison,contained_pending_source_review,pending_revenue_attestation_and_legal_review,none_while_contained,legal_reviewer,,https://www.driverightcarbuying.com/how-it-works.html,"Retain only approved independence language in the future canonical page"
https://www.driverightcarbuying.com/blog.html,blog.html,article_hub,car_buying_resources,all_topics,active_update_pending,mixed_evidence_status_by_article,assisted_consultation,editor,,,"Remove contained pages and later reflect consolidation redirects"
https://www.driverightcarbuying.com/dallas.html,dallas.html,service_area,car_buying_service_dallas,texas_metros,contained_pending_unique_evidence,pending_local_proof_and_claim_review,none_while_contained,local_content_reviewer,,,"Service area only; do not represent a physical Dallas location"
https://www.driverightcarbuying.com/el-paso.html,el-paso.html,service_area,car_buying_service_el_paso,texas_metros,contained_pending_unique_evidence,pending_local_proof_and_claim_review,none_while_contained,local_content_reviewer,,,"Service area only; do not represent a physical El Paso location"
https://www.driverightcarbuying.com/fort-worth.html,fort-worth.html,service_area,car_buying_service_fort_worth,texas_metros,contained_pending_unique_evidence,pending_local_proof_and_claim_review,none_while_contained,local_content_reviewer,,,"Service area only; do not represent a physical Fort Worth location"
https://www.driverightcarbuying.com/houston.html,houston.html,service_area,car_buying_service_houston,texas_metros,contained_pending_unique_evidence,pending_local_proof_and_claim_review,none_while_contained,local_content_reviewer,,,"Service area only; do not represent a physical Houston location"
https://www.driverightcarbuying.com/,index.html,home,texas_car_buying_service,service_discovery,active_review_required,pending_commercial_claim_and_testimonial_evidence,primary_consultation,claims_reviewer,,,"Synchronize visible copy and schema from approved claims services and entity records"
https://www.driverightcarbuying.com/ai-car-buying-agent.html,ai-car-buying-agent.html,service_landing,ai_car_buying_agent_texas,agent_service,indexable_draft,pending_owner_and_operations_confirmation,primary_consultation,business_owner,,,"Dedicated commercial landing page; listed $195 price and exact AI-agent scope remain governed observed claims until approval"
https://www.driverightcarbuying.com/inquiry.html,inquiry.html,lead_form,car_buying_inquiry,conversion,redirect_planned,not_applicable,legacy_conversion,product_owner,,https://www.driverightcarbuying.com/schedule.html,"Confirm no unique live flow depends on this URL before redirect"
https://www.driverightcarbuying.com/new-braunfels.html,new-braunfels.html,service_area,car_buying_service_new_braunfels,texas_metros,contained_pending_unique_evidence,pending_local_proof_and_claim_review,none_while_contained,local_content_reviewer,,,"Service area only; do not represent a physical New Braunfels location"
https://www.driverightcarbuying.com/payment-success-concierge.html,payment-success-concierge.html,confirmation,concierge_purchase_confirmation,conversion,confirmation_noindex,not_applicable,post_purchase_confirmation,product_owner,,,"Exclude from search and AI retrieval; ensure stated response SLA matches approved service terms"
https://www.driverightcarbuying.com/payment-success-consultant.html,payment-success-consultant.html,confirmation,consultant_purchase_confirmation,conversion,confirmation_noindex,not_applicable,post_purchase_confirmation,product_owner,,,"Exclude from search and AI retrieval; ensure stated response SLA matches approved service terms"
https://www.driverightcarbuying.com/payment-success-fullservice.html,payment-success-fullservice.html,confirmation,full_service_purchase_confirmation,conversion,confirmation_noindex,not_applicable,post_purchase_confirmation,product_owner,,,"Exclude from search and AI retrieval; ensure stated response SLA matches approved service terms"
https://www.driverightcarbuying.com/payment-success.html,payment-success.html,confirmation,purchase_confirmation,conversion,confirmation_noindex,not_applicable,post_purchase_confirmation,product_owner,,,"Legacy confirmation URL; verify active checkout dependencies before any consolidation"
https://www.driverightcarbuying.com/policy.html,policy.html,policy,terms_privacy_refunds,governance,active_legal_review,pending_owner_and_qualified_legal_approval,trust_and_compliance,legal_reviewer,,,"Reconcile refund guarantee privacy and tracking language with actual operations"
https://www.driverightcarbuying.com/san-antonio.html,san-antonio.html,service_area,car_buying_service_san_antonio,texas_metros,contained_pending_unique_evidence,pending_local_proof_and_claim_review,none_while_contained,local_content_reviewer,,,"Service area only; do not represent a physical San Antonio location"
https://www.driverightcarbuying.com/san-marcos.html,san-marcos.html,service_area,car_buying_service_san_marcos,texas_metros,contained_pending_unique_evidence,pending_local_proof_and_claim_review,none_while_contained,local_content_reviewer,,,"Service area only; do not represent a physical San Marcos location"
https://www.driverightcarbuying.com/schedule.html,schedule.html,service_pricing,compare_and_purchase_service,conversion,active_observed_source_of_truth,pending_owner_approval_and_guarantee_refund_review,primary_checkout,business_owner,,,"Observed prices are recorded in data/services.json; legacy free-consultation language elsewhere conflicts with the $195 AI Agent offer"
https://www.driverightcarbuying.com/success.html,success.html,confirmation,lead_submission_confirmation,conversion,confirmation_noindex,not_applicable,post_lead_confirmation,product_owner,,,"Exclude from search and AI retrieval"
https://www.driverightcarbuying.com/how-it-works.html,how-it-works.html,service_guide,car_buying_service_process,service_comparison,indexable_draft,observed_prices_and_bounded_process_copy,primary_consultation,business_owner,,,"Draft source-navigation page; commercial relationships and service scope still require owner approval"
https://www.driverightcarbuying.com/texas-car-buying-rules-paperwork.html,texas-car-buying-rules-paperwork.html,resource_hub,texas_vehicle_transaction_navigation,texas_rules_and_risk,contained_pending_qualified_review,primary_agency_links_present,none_while_contained,qualified_legal_reviewer,,,"Navigation draft remains noindex until a qualified legal reviewer approves the exact copy"
https://www.driverightcarbuying.com/auto-financing-credit-fi.html,auto-financing-credit-fi.html,resource_hub,auto_financing_navigation,financing,contained_pending_qualified_review,cfpb_and_ftc_links_present,none_while_contained,qualified_financial_reviewer,,,"Navigation draft remains noindex until a qualified financial reviewer approves the exact copy"
https://www.driverightcarbuying.com/used-car-due-diligence.html,used-car-due-diligence.html,resource_hub,used_vehicle_due_diligence_navigation,used_car_due_diligence,contained_pending_qualified_review,txdmv_ftc_nhtsa_links_present,none_while_contained,qualified_reviewer,,,"Navigation draft remains noindex until a qualified safety and consumer reviewer approves the exact copy"
https://www.driverightcarbuying.com/new-car-pricing-incentives.html,new-car-pricing-incentives.html,resource_hub,new_vehicle_quote_comparison,new_car_pricing,contained_pending_qualified_review,ftc_and_irs_links_present,none_while_contained,qualified_reviewer,,,"Navigation draft remains noindex until a qualified reviewer approves the exact copy"
https://www.driverightcarbuying.com/vehicle-selection-total-cost.html,vehicle-selection-total-cost.html,resource_hub,vehicle_selection_navigation,total_cost_of_ownership,contained_pending_qualified_review,nhtsa_and_federal_cost_tools_linked,none_while_contained,qualified_reviewer,,,"Navigation draft remains noindex until a qualified safety and cost reviewer approves the exact copy"
https://www.driverightcarbuying.com/texas-local-market-intelligence.html,texas-local-market-intelligence.html,resource_hub,texas_service_area_navigation,texas_metros,indexable_navigation_hub,service_area_entity_model_verified,assisted_consultation,local_content_reviewer,,,"Nine child service-area pages remain noindex pending unique evidence and demand review"
